rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_angsep,pl_angseperr1,pl_angseperr2,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rads,pl_radserr1,pl_radserr2,pl_radslim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_def_reflink,pl_disc,pl_disc_reflink,pl_locale,pl_facility,pl_telescope,pl_instrument,pl_status,pl_mnum,pl_st_npar,pl_st_nref,pl_pelink,pl_edelink,pl_publ_date,hd_name,hip_name,st_rah,st_glon,st_glat,st_elon,st_elat,st_plx,st_plxerr1,st_plxerr2,st_plxlim,gaia_plx,gaia_plxerr1,gaia_plxerr2,gaia_plxlim,st_pmra,st_pmraerr,st_pmralim,st_pmdec,st_pmdecerr,st_pmdeclim,st_pm,st_pmerr,st_pmlim,gaia_pmra,gaia_pmraerr,gaia_pmralim,gaia_pmdec,gaia_pmdecerr,gaia_pmdeclim,gaia_pm,gaia_pmerr,gaia_pmlim,st_radv,st_radverr1,st_radverr2,st_radvlim,st_sp,st_spstr,st_sperr,st_splim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_dens,st_denserr1,st_denserr2,st_denslim,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metratio,st_age,st_ageerr1,st_ageerr2,st_agelim,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_acts,st_actserr,st_actslim,st_actr,st_actrerr,st_actrlim,st_actlx,st_actlxerr,st_actlxlim,swasp_id,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_uj,st_ujerr,st_ujlim,st_vj,st_vjerr,st_vjlim,st_bj,st_bjerr,st_bjlim,st_rc,st_rcerr,st_rclim,st_ic,st_icerr,st_iclim,st_j,st_jerr,st_jlim,st_h,st_herr,st_hlim,st_k,st_kerr,st_klim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim,st_irac1,st_irac1err,st_irac1lim,st_irac2,st_irac2err,st_irac2lim,st_irac3,st_irac3err,st_irac3lim,st_irac4,st_irac4err,st_irac4lim,st_mips1,st_mips1err,st_mips1lim,st_mips2,st_mips2err,st_mips2lim,st_mips3,st_mips3err,st_mips3lim,st_iras1,st_iras1err,st_iras1lim,st_iras2,st_iras2err,st_iras2lim,st_iras3,st_iras3err,st_iras3lim,st_iras4,st_iras4err,st_iras4lim,st_photn,st_umbj,st_umbjerr,st_umbjlim,st_bmvj,st_bmvjerr,st_bmvjlim,st_vjmic,st_vjmicerr,st_vjmiclim,st_vjmrc,st_vjmrcerr,st_vjmrclim,st_jmh2,st_jmh2err,st_jmh2lim,st_hmk2,st_hmk2err,st_hmk2lim,st_jmk2,st_jmk2err,st_jmk2lim,st_bmy,st_bmyerr,st_bmylim,st_m1,st_m1err,st_m1lim,st_c1,st_c1err,st_c1lim,st_colorn
625,HD 217786,b,HD 217786 b,Radial Velocity,0,1,1319.00000000,4.00000000,-4.00000000,0,2.380000,0.040000,-0.040000,0,0.400000,0.050000,-0.050000,0,,,,0,13.00000,0.80000,-0.80000,0,Msini,,,,0,,,,0,0,0,0,0,23h03m08.20s,345.784180,-00d25m46.6s,-0.429622,54.80,2.00,-2.00,0,55.57,0.24,-0.24,0,7.800,,0,V (Johnson),7.636,,0,5966.00,65.00,-65.00,0,1.02,0.03,-0.03,0,1.27,0.06,-0.06,0,2019-01-31,0,1,0,0,0,0,4.34000e+01,1.750000e+00,-1.750000e+00,2456053.000000,7.000000,-7.000000,0,100.0000,2.0000,-2.0000,0,261.000,20.000,-20.000,0,,,,0,,,,0,,,,0,13.00000,0.80000,-0.80000,0,,,,0,4131.62000,254.25300,-254.25300,0,4131.62000,254.25300,-254.25300,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,0,,,,0,,,,0,,,,0, Moutou et al. 2011 ,2011, Moutou et al. 2011 ,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,3,0,17,15,http://exoplanet.eu/catalog/hd_217786_b/,http://exoplanets.org/detail/HD_217786_b,2011-03,HD 217786 A,HIP 113834,23.05227865,74.194184,-52.735612,346.748023,5.209741,18.23,0.72,-0.72,0,17.99,0.08,-0.08,0,-89.900,0.100,0,-168.800,0.100,0,191.200,0.100,0,-89.900,0.100,0,-168.800,0.100,0,191.200,0.100,0,9.98,0.01,-0.01,0,3.80,F8 V,,0,4.35,0.11,-0.11,0,0.276,,,0,,,,,-0.135,0.043,-0.043,0,[Fe/H],7.600,,,,1.4000,,,0,,,,,,,,,,,1,0,1,0,0,3,0,,,,7.800,,0,8.361,0.016,0,,,,,,,6.685,0.021,0,6.416,0.038,0,6.352,0.020,0,6.325,0.083,0,6.263,0.026,0,6.362,0.015,0,6.315,0.065,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,0.578,,0,,,,,,,0.269,0.043,0,0.064,0.043,0,0.333,0.029,0,0.372,0.003,0,0.172,0.004,0,0.346,0.006,0,12
633,HD 219134,g,HD 219134 g,Radial Velocity,0,6,94.20000000,0.20000000,-0.20000000,0,0.375300,0.000400,-0.000400,0,0.000000,,,0,,,,,0.03400,0.00400,-0.00400,0,Msini,,,,,,,,,0,0,0,0,23h13m16.98s,348.320740,+57d10m06.1s,57.168354,6.53,0.00,0.00,0,6.53,0.00,0.00,0,5.570,,0,V (Johnson),5.208,,0,4699.00,16.00,-16.00,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,2015-11-19,0,1,0,0,0,0,5.75000e+01,7.000000e-02,-7.000000e-02,2449972.000000,9.000000,-9.000000,0,0.0000,,,0,1.800,0.200,-0.200,0,,,,,,,,,,,,,0.03400,0.00400,-0.00400,0,,,,,10.80622,1.27132,-1.27132,0,10.80622,1.27132,-1.27132,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vogt et al. 2015,2015,Vogt et al. 2015,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instuments,3,0,43,35,http://exoplanet.eu/catalog/hd_219134_g/,,2015-11,HD 219134,HIP 114622,23.22138265,109.898450,-3.198520,23.742753,54.546604,153.08,0.09,-0.09,0,153.08,0.09,-0.09,0,2074.500,0.100,0,294.900,0.100,0,2095.400,0.100,0,2074.500,0.100,0,294.900,0.100,0,2095.400,0.100,0,-18.42,0.00,0.00,0,5.30,K3 V,,0,4.57,0.02,-0.02,0,-0.577,0.008,-0.008,0,2.4380,0.1030,-0.1030,0,0.110,0.040,-0.040,0,[Fe/H],11.000,2.200,-2.200,,0.4000,0.5000,-0.5000,0,0.240,0.004,0,,,,26.600,,0,,5,0,1,4,0,7,5,7.450,,0,5.570,,0,6.560,,0,,,,,,,3.981,0.258,0,3.469,0.226,0,3.261,0.304,0,,,,,,,,,,,,,,,,,,,,,,,,,3.136e+00,3.500e-02,0,3.975e+00,6.110e-01,0,,,,,,,,,,,,,,,,19,0.880,,0,0.990,,0,,,,,,,0.512,0.343,0,0.208,0.379,0,0.720,0.399,0,0.571,0.001,0,0.552,0.002,0,0.268,0.005,0,13
641,HD 220773,b,HD 220773 b,Radial Velocity,0,1,3724.70000000,463.00000000,-463.00000000,0,4.940000,0.200000,-0.200000,0,0.510000,0.100000,-0.100000,0,,,,0,1.45000,0.30000,-0.30000,0,Msini,,,,0,,,,0,0,0,0,0,23h26m27.44s,351.614349,+08d38m37.8s,8.643845,49.00,,,0,50.58,0.17,-0.17,0,7.093,,0,V (Johnson),6.946,,0,5940.00,100.00,-100.00,0,1.16,,,0,,,,0,2019-01-31,0,1,0,0,0,0,1.01000e+02,4.100000e+00,-4.100000e+00,2453866.400000,95.000000,-95.000000,0,259.0000,15.0000,-15.0000,0,20.000,3.000,-3.000,0,,,,0,,,,0,,,,0,1.45000,0.30000,-0.30000,0,,,,0,460.80000,95.00000,-95.00000,0,460.80000,95.00000,-95.00000,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,0,,,,0,,,,0,,,,0, Robertson et al. 2012 ,2011, Robertson et al. 2012 ,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,3,0,19,14,http://exoplanet.eu/catalog/hd_220773_b/,http://exoplanets.org/detail/HD_220773_b,2012-04,HD 220773,HIP 115697,23.44095662,90.039729,-48.724868,355.760750,11.258814,20.60,,,0,19.77,0.07,-0.07,0,27.100,0.100,0,-222.300,0.100,0,223.900,0.100,0,27.100,0.100,0,-222.300,0.100,0,223.900,0.100,0,-38.00,0.20,-0.20,0,3.90,F9,,0,4.24,0.12,-0.12,0,,,,0,,,,0,0.090,0.060,-0.060,0,[Fe/H],4.400,,,0,3.0000,,,0,,,,,,,,,,,2,0,1,1,0,3,0,,,,7.093,,0,7.709,0.016,0,,,,,,,6.001,0.020,0,5.712,0.033,0,5.651,0.017,0,5.710,0.131,0,5.568,0.050,0,5.667,0.015,0,5.681,0.042,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,0.632,,0,,,,,,,0.289,0.039,0,0.061,0.037,0,0.350,0.026,0,0.391,0.003,0,0.184,0.004,0,0.392,0.005,0,9
649,HD 222582,b,HD 222582 b,Radial Velocity,0,1,572.38000000,0.61000000,-0.61000000,0,1.340000,0.020000,-0.020000,0,0.730000,0.010000,-0.010000,0,,,,0,8.37000,0.40000,-0.40000,0,Msini,,,,0,,,,0,0,0,0,0,23h41m51.53s,355.464722,-05d59m08.7s,-5.985757,42.21,0.11,-0.11,0,42.21,0.11,-0.11,0,7.680,,0,V (Johnson),7.519,,0,5790.00,14.00,-14.00,0,1.12,0.06,-0.06,0,1.13,0.02,-0.02,0,2018-09-06,0,1,0,0,0,0,3.18000e+01,4.800000e-01,-4.800000e-01,,,,0,,,,0,276.300,7.000,-7.000,0,,,,0,,,,0,,,,,8.37000,0.40000,-0.40000,0,,,,,2660.23710,127.13200,-127.13200,0,2660.23710,127.13200,-127.13200,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,0,,,,0,,,,0,,,,0,Stassun et al. 2017,1999, Vogt et al. 2000 ,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3,0,63,29,http://exoplanet.eu/catalog/hd_222582_b/,http://exoplanets.org/detail/HD_222582_b,2000-06,HD 222582,HIP 116906,23.69764811,81.758521,-63.151888,353.461579,-3.692074,23.69,0.06,-0.06,0,23.69,0.06,-0.06,0,-145.400,0.100,0,-111.300,0.100,0,183.100,0.100,0,-145.400,0.100,0,-111.300,0.100,0,183.100,0.100,0,11.50,0.20,-0.20,0,4.50,G5 V,,0,4.38,0.02,-0.02,0,,,,0,,,,0,0.010,,,0,[Fe/H],,,,0,2.3000,0.5000,-0.5000,0,,,,,,,,,,,3,0,1,2,0,3,1,,,,7.680,,0,8.330,,0,,,,,,,6.522,0.019,0,6.243,0.038,0,6.173,0.022,0,6.114,0.109,0,5.998,0.037,0,6.155,0.015,0,6.054,0.056,0,,,,,,,,,,,,,6.188e+00,3.500e-02,0,4.842e+00,2.700e-01,0,,,,,,,,,,,,,,,,17,,,,0.650,,0,,,,,,,0.279,0.042,0,0.070,0.044,0,0.349,0.029,0,0.406,0.003,0,0.203,0.004,0,0.342,0.006,0,12
657,HD 23472,b,HD 23472 b,Transit,0,2,17.66700000,0.14200000,-0.09500000,0,0.121000,0.001000,-0.001000,0,0.000000,,,0,,,,0,0.05638,0.00444,-0.04405,0,Mass,,,,0,,,,0,0,0,0,0,03h41m50.40s,55.459988,-62d46m01.5s,-62.767075,39.08,0.04,-0.04,0,39.08,0.04,-0.04,0,9.724,0.030,0,V (Johnson),9.385,,0,,,,0,0.75,0.04,-0.03,0,0.73,0.01,-0.01,0,2019-02-14,1,1,0,0,0,0,3.10000e+00,2.600000e-02,-2.600000e-02,,,,0,0.0000,,,0,5.330,0.670,-4.200,0,,,,0,,,,0,0.05638,0.00444,-0.04405,0,,,,0,17.92000,1.41000,-14.00000,0,,,,0,17.92000,1.41000,-14.00000,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,0,,,,0,,,,0,,,,0,Trifonov et al. 2019,2019,Trifonov et al. 2019,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3,0,12,12,http://exoplanet.eu/catalog/hd_23472_b/,,,HD 23472,HIP 17264,3.69733251,277.026344,-44.847588,358.268469,-74.955190,25.59,0.03,-0.03,0,25.59,0.03,-0.03,0,-102.571,0.050,0,-43.917,0.059,0,111.578,0.051,0,-102.571,0.050,0,-43.917,0.059,0,111.578,0.051,0,34.22,0.23,-0.23,0,5.40,K4 V,,0,,,,0,-0.636,0.009,-0.010,0,,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,1,0,1,0,0,0,0,,,,9.724,0.030,0,10.803,0.053,0,,,,,,,7.865,0.024,0,7.347,0.029,0,7.207,0.022,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,1.079,0.061,0,,,,,,,0.518,0.038,0,0.140,0.036,0,0.658,0.033,0,,,,,,,,,,5
665,HD 24085,b,HD 24085 b,Radial Velocity,0,1,2.04550000,0.00020000,-0.00020000,0,0.034000,0.001000,-0.001000,0,0.220000,0.120000,-0.120000,0,,,,0,0.03713,0.00975,-0.00975,0,Msini,,,,0,,,,0,0,0,0,0,03h45m01.55s,56.256458,-70d01m26.8s,-70.024101,54.99,,,0,54.99,0.07,-0.07,0,7.564,0.011,0,V (Johnson),,,,6034.00,32.00,-53.00,0,1.22,0.07,-0.07,0,,,,0,2019-05-23,0,1,0,0,0,0,6.18000e-01,1.820000e-02,-1.820000e-02,,,,0,8.9200,54.8300,-54.8300,0,5.400,1.370,-1.370,0,,,,0,,,,0,,,,0,0.03713,0.00975,-0.00975,0,,,,0,11.80000,3.10000,-3.10000,0,11.80000,3.10000,-3.10000,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,0,,,,0,,,,0,,,,0,Feng et al. 2019,2019,Feng et al. 2019,Ground,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,Carnegie Planet Finder Spectrograph,3,0,11,15,http://exoplanet.eu/catalog/hd_24085_b/,,2019-04,HD 24085,HIP 17515,3.75043055,284.952468,-40.501534,329.179500,-77.233940,,,,,18.19,0.02,-0.02,0,-9.249,0.048,0,-97.358,0.050,0,97.796,0.050,0,-9.249,0.048,0,-97.358,0.050,0,97.796,0.050,0,27.94,0.19,-0.19,0,4.00,G0 V,,0,,,,0,,,,0,,,,0,,,,0,,,,,0,6.0000,,,0,0.181,0.078,0,,,0,,,,,1,0,1,0,0,0,0,,,,7.564,0.011,0,8.164,0.016,0,,,,,,,6.483,0.021,0,6.222,0.045,0,6.172,0.017,0,6.138,0.092,0,6.012,0.033,0,6.173,0.015,0,6.137,0.041,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,0.600,0.019,0,,,,,,,0.261,0.050,0,0.050,0.048,0,0.311,0.027,0,0.376,0.003,0,0.186,0.004,0,0.399,0.006,0,8
673,HD 27894,b,HD 27894 b,Radial Velocity,0,3,18.02000000,0.01000000,-0.02000000,0,0.125000,0.000100,-0.000100,0,0.047000,0.012000,-0.008000,0,,,,,0.66500,0.00900,-0.00700,0,Msini,,,,,,,,,0,0,0,0,04h20m47.05s,65.196030,-59d24m39.0s,-59.410835,43.88,0.06,-0.06,0,43.88,0.06,-0.06,0,9.349,0.021,0,V (Johnson),9.066,,0,,,,,0.80,,,0,,,,,2017-06-15,0,1,0,0,0,0,2.85000e+00,4.000000e-03,-4.000000e-03,,,,,132.2000,2.8000,-15.2000,0,59.800,0.800,-0.590,0,,,,,,,,,,,,,0.66500,0.00900,-0.00700,0,,,,,211.35695,2.86047,-2.22481,0,211.35695,2.86047,-2.22481,0,,,,,,,,,,,,,,,,,,,,,JD,,,,,,,,,,,,,,,,,Trifonov et al. 2017,2005, Moutou et al. 2005 ,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,3,0,49,19,http://exoplanet.eu/catalog/hd_27894_b/,http://exoplanets.org/detail/HD_27894_b,2005-08,HD 27894,HIP 20277,4.34640198,270.101716,-42.009689,20.870297,-76.792845,22.79,0.03,-0.03,0,22.79,0.03,-0.03,0,182.300,0.100,0,269.900,0.100,0,325.700,0.100,0,182.300,0.100,0,269.900,0.100,0,325.700,0.100,0,82.90,0.00,0.00,0,5.20,K2 V,,0,,,,,,,,,,,,,0.300,0.070,-0.070,0,[Fe/H],,,,,1.5000,,,1,,,,,,,,,,,2,0,1,1,0,3,0,,,,9.349,0.021,0,10.392,0.038,0,,,,,,,7.639,0.019,0,7.174,0.027,0,7.071,0.026,0,6.935,0.053,0,7.083,0.020,0,7.049,0.015,0,6.988,0.053,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,1.042,0.043,0,,,,,,,0.465,0.033,0,0.103,0.037,0,0.568,0.032,0,0.577,0.002,0,0.546,0.003,0,0.313,0.005,0,9
681,HD 29021,b,HD 29021 b,Radial Velocity,0,1,1362.30000000,4.60000000,-4.00000000,0,2.280000,0.070000,-0.080000,0,0.459000,0.008000,-0.008000,0,,,,,2.40000,0.20000,-0.20000,0,Msini,,,,,,,,,0,0,0,0,04h37m52.22s,69.467590,+60d40m34.3s,60.676197,31.02,0.04,-0.04,0,31.02,0.04,-0.04,0,7.760,,0,V (Johnson),7.586,,0,5560.00,45.00,-45.00,0,0.85,0.08,-0.08,0,0.85,0.09,-0.09,0,2017-03-02,0,1,0,0,0,0,7.35000e+01,2.420000e+00,-2.420000e+00,2455823.900000,6.100000,-5.700000,0,179.5000,2.0000,-2.0000,0,56.400,0.900,-0.900,0,,,,,,,,,,,,,2.40000,0.20000,-0.20000,0,,,,,762.79200,63.56600,-63.56600,0,762.79200,63.56600,-63.56600,0,,,,,,,,,,,,,,,,,,,,,JD,,,,,,,,,,,,,,,,,Rey et al. 2017,2017,Rey et al. 2017,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,3,0,16,13,http://exoplanet.eu/catalog/hd_29021_b/,,,HD 29021,HIP 21571,4.63117269,147.393332,9.071883,77.386236,38.132891,32.24,0.04,-0.04,0,32.24,0.04,-0.04,0,62.400,0.100,0,23.000,0.100,0,66.500,0.100,0,62.400,0.100,0,23.000,0.100,0,66.500,0.100,0,-0.20,0.10,-0.10,0,4.50,G5,,0,4.44,0.03,-0.03,0,,,,,,,,,-0.240,0.020,-0.020,0,[Fe/H],7.400,3.100,-3.100,,2.7000,1.0000,-1.0000,0,,,,,,,,,,,1,0,1,0,0,3,0,,,,7.760,,0,8.455,0.016,0,,,,,,,6.518,0.029,0,6.168,0.034,0,6.082,0.020,0,6.051,0.123,0,5.998,0.036,0,6.100,0.014,0,6.066,0.048,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,0.710,,0,,,,,,,0.350,0.045,0,0.086,0.039,0,0.436,0.035,0,0.419,0.003,0,0.231,0.005,0,0.278,0.008,0,9
689,HD 31253,b,HD 31253 b,Radial Velocity,0,1,466.00000000,3.00000000,-3.00000000,0,1.260000,0.020000,-0.020000,0,0.300000,0.200000,-0.200000,0,,,,0,0.62000,0.12000,-0.12000,0,Msini,,,,0,,,,0,0,0,0,0,04h54m43.65s,73.681892,+12d21m07.9s,12.352201,58.24,0.15,-0.15,0,58.24,0.15,-0.15,0,7.133,0.011,0,V (Johnson),6.985,,0,6130.00,22.00,-22.00,0,1.70,0.25,-0.25,0,1.75,0.04,-0.04,0,2018-09-06,0,1,0,0,0,0,2.16000e+01,3.500000e-01,-3.500000e-01,,,,0,,,,0,12.000,2.000,-2.000,0,,,,0,,,,0,,,,,0.62000,0.12000,-0.12000,0,,,,,197.05460,38.13960,-38.13960,0,197.05460,38.13960,-38.13960,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,0,,,,0,,,,0,,,,0,Stassun et al. 2017,2010, Meschiari et al. 2011 ,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3,0,35,20,http://exoplanet.eu/catalog/hd_31253_b/,http://exoplanets.org/detail/HD_31253_b,2011-02,HD 31253,HIP 22826,4.91212616,187.392137,-19.044108,73.808356,-10.174573,17.17,0.04,-0.04,0,17.17,0.04,-0.04,0,90.200,0.100,0,-42.700,0.100,0,99.800,0.100,0,90.200,0.100,0,-42.700,0.100,0,99.800,0.100,0,12.10,0.30,-0.30,0,3.80,F8,,0,4.18,0.06,-0.06,0,,,,0,,,,0,0.170,,,0,[Fe/H],,,,0,3.8000,0.5000,-0.5000,0,0.141,0.018,0,-5.110,,0,,,,,2,0,1,1,0,3,2,,,,7.133,0.011,0,7.713,0.016,0,,,,,,,6.060,0.023,0,5.839,0.021,0,5.792,0.017,0,5.796,0.133,0,5.681,0.043,0,5.786,0.015,0,5.734,0.051,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,0.580,0.019,0,,,,,,,0.221,0.031,0,0.047,0.027,0,0.268,0.029,0,0.365,0.003,0,0.180,0.004,0,0.418,0.005,0,8
697,HD 32963,b,HD 32963 b,Radial Velocity,0,1,2372.00000000,26.00000000,-26.00000000,0,3.410000,0.020000,-0.020000,0,0.070000,0.040000,-0.040000,0,,,,,0.70000,0.03000,-0.03000,0,Msini,,,,,,,,,0,0,0,0,05h07m55.76s,76.982353,+26d19m40.7s,26.327963,38.12,0.10,-0.10,0,38.12,0.10,-0.10,0,7.600,,0,V (Johnson),7.428,,0,5727.00,32.00,-32.00,0,0.94,,,0,,,,,2016-01-05,0,1,0,0,0,0,8.95000e+01,5.700000e-01,-5.700000e-01,2450532.000000,324.000000,-324.000000,0,107.0000,35.0000,-35.0000,0,11.100,0.400,-0.400,0,,,,,,,,,,,,,0.70000,0.03000,-0.03000,0,,,,,222.48100,9.53490,-9.53490,0,222.48100,9.53490,-9.53490,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowan et al. 2016,2015,Rowan et al. 2016,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3,0,19,19,http://exoplanet.eu/catalog/hd_32963_b/,,,HD 32963,HIP 23884,5.13215688,177.531765,-8.389567,78.331736,3.414424,26.23,0.07,-0.07,0,26.23,0.07,-0.07,0,-69.800,0.100,0,-66.000,0.100,0,96.100,0.100,0,-69.800,0.100,0,-66.000,0.100,0,96.100,0.100,0,-62.90,0.10,-0.10,0,4.50,G5,,0,4.41,0.03,-0.03,0,,,,,,,,,0.110,0.050,-0.050,0,[Fe/H],4.990,6.710,-3.550,,1.2000,0.5000,-0.5000,0,0.156,0.020,0,-5.020,,0,,,,,1,0,1,0,0,3,2,,,,7.600,,0,8.270,0.016,0,,,,,,,6.420,0.023,0,6.098,0.018,0,6.024,0.016,0,6.022,0.116,0,5.988,0.040,0,6.062,0.015,0,6.021,0.050,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,0.600,,0,,,,,,,0.322,0.029,0,0.074,0.024,0,0.396,0.028,0,0.418,0.003,0,0.228,0.004,0,0.339,0.006,0,12
705,HD 34445,b,HD 34445 b,Radial Velocity,0,6,1049.00000000,11.00000000,-11.00000000,0,2.070000,0.040000,-0.040000,0,0.270000,0.070000,-0.070000,0,,,,0,0.82000,0.09000,-0.09000,0,Msini,,,,0,,,,0,0,0,0,0,05h17m40.98s,79.420746,+07d21m12.0s,7.353343,46.15,0.10,-0.10,0,46.15,0.10,-0.10,0,7.328,0.011,0,V (Johnson),7.149,,0,5879.00,16.00,-16.00,0,1.14,0.09,-0.09,0,1.38,0.02,-0.02,0,2018-09-06,0,1,0,0,0,0,4.49000e+01,8.700000e-01,-8.700000e-01,,,,0,,,,0,15.700,1.400,-1.400,0,,,,0,,,,0,,,,,0.82000,0.09000,-0.09000,0,,,,,260.62060,28.60470,-28.60470,0,260.62060,28.60470,-28.60470,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,0,,,,0,,,,0,,,,0,Stassun et al. 2017,2009, Howard et al. 2010 ,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3,0,43,20,http://exoplanet.eu/catalog/hd_34445_b/,http://exoplanets.org/detail/HD_34445_b,2010-10,HD 34445,HIP 24681,5.29471639,195.038274,-17.021819,79.098012,-15.686473,21.67,0.05,-0.05,0,21.67,0.05,-0.05,0,-0.800,0.100,0,-147.000,0.100,0,147.000,0.100,0,-0.800,0.100,0,-147.000,0.100,0,147.000,0.100,0,-79.40,0.40,-0.40,0,4.00,G0 V,,0,4.21,0.03,-0.03,0,,,,0,,,,0,0.180,,,0,[Fe/H],,,,0,2.7000,0.5000,-0.5000,0,0.154,0.020,0,-5.040,,0,,,,,1,0,1,0,0,3,3,,,,7.328,0.011,0,7.969,0.016,0,,,,,,,6.122,0.020,0,5.848,0.027,0,5.790,0.022,0,5.790,0.146,0,5.711,0.048,0,5.817,0.015,0,5.760,0.037,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,0.661,0.015,0,,,,,,,0.274,0.034,0,0.058,0.035,0,0.332,0.030,0,0.412,0.003,0,0.213,0.004,0,0.356,0.005,0,9
